name,salary,year,team
Joe Johnson,"$21,466,718",2014,BRK
Deron Williams,"$18,466,130",2014,BRK
Paul Pierce,"$15,333,334",2014,BRK
Brook Lopez,"$14,693,906",2014,BRK
Kevin Garnett,"$12,443,735",2014,BRK
Jason Terry,"$5,625,313",2014,BRK
Mirza Teletovic,"$3,229,050",2014,BRK
Andrei Kirilenko,"$3,183,000",2014,BRK
Reggie Evans,"$1,695,635",2014,BRK
Andray Blatche,"$1,375,604",2014,BRK
Mason Plumlee,"$1,298,640",2014,BRK
Shaun Livingston,"$1,272,279",2014,BRK
Alan Anderson,"$947,907",2014,BRK
Tornike Shengelia,"$788,872",2014,BRK
Tyshawn Taylor,"$788,872",2014,BRK
