name,salary,year,team
Gilbert Arenas,"$20,807,922",2013,ORL
Hedo Turkoglu,"$11,815,850",2013,ORL
Jameer Nelson,"$8,600,000",2013,ORL
Arron Afflalo,"$7,750,000",2013,ORL
Beno Udrih,"$7,372,000",2013,ORL
Al Harrington,"$6,687,400",2013,ORL
Glen Davis,"$6,400,000",2013,ORL
Hakim Warrick,"$4,000,000",2013,ORL
Quentin Richardson,"$2,627,400",2013,ORL
Nikola Vucevic,"$1,768,800",2013,ORL
Maurice Harkless,"$1,731,960",2013,ORL
Tobias Harris,"$1,524,480",2013,ORL
Andrew Nicholson,"$1,418,160",2013,ORL
Christian Eyenga,"$1,174,080",2013,ORL
Kyle O'Quinn,"$788,872",2013,ORL
Justin Harper,"$762,195",2013,ORL
E'Twaun Moore,"$762,195",2013,ORL
Doron Lamb,"$650,000",2013,ORL
DeQuan Jones,"$473,504",2013,ORL
