name,salary,year,team
Chris Webber,"$12,000,000",2001,SAC
Vlade Divac,"$9,640,000",2001,SAC
Scot Pollard,"$3,920,000",2001,SAC
Nick Anderson,"$3,750,000",2001,SAC
Doug Christie,"$3,140,000",2001,SAC
Jon Barry,"$2,730,000",2001,SAC
Lawrence Funderburke,"$2,700,000",2001,SAC
Bobby Jackson,"$2,250,000",2001,SAC
Jason Williams,"$2,011,080",2001,SAC
Peja Stojakovic,"$1,480,000",2001,SAC
Hedo Turkoglu,"$1,131,240",2001,SAC
Darrick Martin,"$673,500",2001,SAC
Roy Rogers,"$523,500",2001,SAC
Jabari Smith,"$316,969",2001,SAC
