name,salary,year,team
Jalen Rose,"$15,694,250",2006,TOR
Alvin Williams,"$6,300,000",2006,TOR
Lamond Murray,"$5,250,000",2006,TOR
Morris Peterson,"$4,550,000",2006,TOR
Alonzo Mourning,"$4,000,000",2006,TOR
Eric Williams,"$3,938,000",2006,TOR
Mike James,"$3,410,000",2006,TOR
Aaron Williams,"$3,375,000",2006,TOR
Chris Bosh,"$3,348,000",2006,TOR
Charlie Villanueva,"$2,360,880",2006,TOR
Rafael Araujo,"$2,238,960",2006,TOR
Jose Calderon,"$2,190,000",2006,TOR
Matt Bonner,"$2,000,000",2006,TOR
Joey Graham,"$1,388,400",2006,TOR
Darrick Martin,"$946,646",2006,TOR
Loren Woods,"$780,000",2006,TOR
Pape Sow,"$641,748",2006,TOR
