name,salary,year,team
Chris Bosh,"$20,644,400",2015,MIA
Dwyane Wade,"$15,000,000",2015,MIA
Luol Deng,"$9,714,461",2015,MIA
Goran Dragic,"$7,500,000",2015,MIA
Mike Miller,"$6,600,000",2015,MIA
Chris Andersen,"$5,375,000",2015,MIA
Josh McRoberts,"$5,305,000",2015,MIA
Mario Chalmers,"$4,000,000",2015,MIA
Udonis Haslem,"$2,732,000",2015,MIA
Zoran Dragic,"$1,962,103",2015,MIA
Shabazz Napier,"$1,238,640",2015,MIA
Hassan Whiteside,"$769,881",2015,MIA
James Ennis,"$507,336",2015,MIA
Tyler Johnson,"$507,336",2015,MIA
Michael Beasley,"$330,226",2015,MIA
Henry Walker,"$115,422",2015,MIA
Khem Birch,"$50,000",2015,MIA
