name,salary,year,team
Elton Brand,"$12,056,000",2005,LAC
Kerry Kittles,"$9,566,667",2005,LAC
Corey Maggette,"$7,000,000",2005,LAC
Shaun Livingston,"$3,027,840",2005,LAC
Chris Kaman,"$2,574,240",2005,LAC
Zeljko Rebraca,"$2,500,000",2005,LAC
Chris Wilcox,"$2,210,880",2005,LAC
Marko Jaric,"$2,100,000",2005,LAC
Rick Brunson,"$932,546",2005,LAC
Mikki Moore,"$870,046",2005,LAC
Bobby Simmons,"$825,000",2005,LAC
Mamadou N'Diaye,"$750,000",2005,LAC
Quinton Ross,"$620,046",2005,LAC
Lionel Chalmers,"$450,000",2005,LAC
