name,salary,year,team
Elton Brand,"$14,248,000",2007,LAC
Cuttino Mobley,"$8,125,000",2007,LAC
Corey Maggette,"$7,000,000",2007,LAC
Sam Cassell,"$6,850,000",2007,LAC
Tim Thomas,"$5,215,000",2007,LAC
Chris Kaman,"$3,491,768",2007,LAC
Shaun Livingston,"$3,481,920",2007,LAC
Zeljko Rebraca,"$3,240,000",2007,LAC
Yaroslav Korolev,"$1,832,280",2007,LAC
Aaron Williams,"$1,750,000",2007,LAC
Boniface N'Dong,"$839,209",2007,LAC
Quinton Ross,"$771,331",2007,LAC
James Singleton,"$675,000",2007,LAC
Daniel Ewing,"$664,209",2007,LAC
Paul Davis,"$412,718",2007,LAC
Jason Hart,"$242,640",2007,LAC
Doug Christie,"$158,071",2007,LAC
Alvin Williams,"$103,992",2007,LAC
Luke Jackson,"$40,501",2007,LAC
Von Wafer,"$24,300",2007,LAC
Will Conroy,"$15,099",2007,LAC
