name,salary,year,team
Chris Webber,"$14,343,750",2003,SAC
Vlade Divac,"$11,248,076",2003,SAC
Mike Bibby,"$8,500,000",2003,SAC
Doug Christie,"$6,250,000",2003,SAC
Peja Stojakovic,"$5,625,000",2003,SAC
Scot Pollard,"$4,826,874",2003,SAC
Keon Clark,"$4,546,000",2003,SAC
Brent Price,"$4,048,000",2003,SAC
Lawrence Funderburke,"$3,300,000",2003,SAC
Bobby Jackson,"$2,700,000",2003,SAC
Mateen Cleaves,"$1,441,440",2003,SAC
Hedo Turkoglu,"$1,300,920",2003,SAC
Gerald Wallace,"$857,760",2003,SAC
Jim Jackson,"$791,341",2003,SAC
Damon Jones,"$637,435",2003,SAC
