name,salary,year,team
Alonzo Mourning,"$18,754,800",2002,MIA
Eddie Jones,"$10,091,250",2002,MIA
Brian Grant,"$9,925,076",2002,MIA
Anthony Carter,"$3,250,000",2002,MIA
LaPhonso Ellis,"$3,000,000",2002,MIA
Chris Gatling,"$2,504,227",2002,MIA
Kendall Gill,"$1,538,000",2002,MIA
Rod Strickland,"$1,000,000",2002,MIA
Jim Jackson,"$789,170",2002,MIA
Sean Marks,"$565,850",2002,MIA
Vladimir Stepania,"$565,850",2002,MIA
Eddie House,"$465,850",2002,MIA
Malik Allen,"$332,817",2002,MIA
Ernest Brown,"$332,817",2002,MIA
Sam Mack,"$174,598",2002,MIA
Tang Hamilton,"$60,881",2002,MIA
