name,salary,year,team
Baron Davis,"$16,440,000",2008,GSW
Adonal Foyle,"$8,937,500",2008,GSW
Al Harrington,"$8,425,625",2008,GSW
Stephen Jackson,"$6,630,000",2008,GSW
Mickael Pietrus,"$3,470,770",2008,GSW
Matt Barnes,"$3,000,000",2008,GSW
Andris Biedrins,"$2,636,696",2008,GSW
Brandan Wright,"$2,323,080",2008,GSW
Patrick O'Bryant,"$2,216,400",2008,GSW
Kosta Perovic,"$1,800,000",2008,GSW
Marco Belinelli,"$1,345,800",2008,GSW
Austin Croshere,"$1,219,590",2008,GSW
Troy Hudson,"$1,219,590",2008,GSW
Monta Ellis,"$770,610",2008,GSW
Kelenna Azubuike,"$687,456",2008,GSW
Chris Webber,"$602,173",2008,GSW
Didier Ilunga-Mbenga,"$249,478",2008,GSW
C.J. Watson,"$125,479",2008,GSW
Stephane Lasme,"$48,056",2008,GSW
