name,salary,year,team
Baron Davis,"$15,070,000",2007,GSW
Jason Richardson,"$9,999,999",2007,GSW
Adonal Foyle,"$8,125,000",2007,GSW
Al Harrington,"$7,625,000",2007,GSW
Stephen Jackson,"$6,120,000",2007,GSW
Sarunas Jasikevicius,"$4,000,000",2007,GSW
Mickael Pietrus,"$2,535,260",2007,GSW
Zarko Cabarkapa,"$2,157,097",2007,GSW
Patrick O'Bryant,"$2,061,720",2007,GSW
Andris Biedrins,"$1,986,960",2007,GSW
Dajuan Wagner,"$771,331",2007,GSW
Matt Barnes,"$771,331",2007,GSW
Josh Powell,"$744,551",2007,GSW
Andre Owens,"$676,800",2007,GSW
Monta Ellis,"$664,209",2007,GSW
Chris Taft,"$664,209",2007,GSW
Devin Brown,"$500,000",2007,GSW
Anthony Roberson,"$267,111",2007,GSW
Kelenna Azubuike,"$251,657",2007,GSW
Renaldo Major,"$20,133",2007,GSW
