name,salary,year,team
Tracy McGrady,"$20,370,437",2009,HOU
Yao Ming,"$15,070,550",2009,HOU
Metta World Peace,"$7,400,000",2009,HOU
Shane Battier,"$6,448,900",2009,HOU
Brian Cook,"$3,500,000",2009,HOU
Luis Scola,"$3,100,667",2009,HOU
Carl Landry,"$3,000,000",2009,HOU
Jackie Butler,"$2,552,000",2009,HOU
Luther Head,"$1,962,378",2009,HOU
Brent Barry,"$1,910,000",2009,HOU
Chuck Hayes,"$1,768,000",2009,HOU
Justin Reed,"$1,573,000",2009,HOU
Kyle Lowry,"$1,163,520",2009,HOU
Aaron Brooks,"$1,045,560",2009,HOU
Von Wafer,"$826,269",2009,HOU
Joey Dorsey,"$816,500",2009,HOU
Dikembe Mutombo,"$794,491",2009,HOU
