name,salary,year,team
Brad Miller,"$11,375,000",2009,CHI
Kirk Hinrich,"$10,000,000",2009,CHI
Luol Deng,"$9,385,000",2009,CHI
Ben Gordon,"$6,404,750",2009,CHI
Jerome James,"$6,200,000",2009,CHI
Tim Thomas,"$6,049,400",2009,CHI
John Salmons,"$5,104,000",2009,CHI
Derrick Rose,"$4,822,800",2009,CHI
Tyrus Thomas,"$3,749,880",2009,CHI
Joakim Noah,"$2,295,480",2009,CHI
Lindsey Hunter,"$1,143,473",2009,CHI
Anthony Roberson,"$797,581",2009,CHI
Aaron Gray,"$711,517",2009,CHI
Demetris Nichols,"$87,893",2009,CHI
