name,salary,year,team
Dikembe Mutombo,"$14,400,000",2001,ATL
Alan Henderson,"$5,910,000",2001,ATL
Lorenzen Wright,"$4,950,000",2001,ATL
Jim Jackson,"$2,330,000",2001,ATL
Chris Crawford,"$2,200,000",2001,ATL
DerMarr Johnson,"$2,107,200",2001,ATL
Jason Terry,"$1,579,080",2001,ATL
Anthony Johnson,"$1,200,000",2001,ATL
Cal Bowdler,"$1,102,800",2001,ATL
Roshown McLeod,"$978,600",2001,ATL
Dion Glover,"$960,480",2001,ATL
Matt Maloney,"$611,000",2001,ATL
Larry Robinson,"$611,000",2001,ATL
Hanno Mottola,"$316,969",2001,ATL
Anthony Miller,"$40,000",2001,ATL
