name,salary,year,team
Andre Miller,"$8,000,000",2004,DEN
Marcus Camby,"$7,250,000",2004,DEN
Carmelo Anthony,"$3,229,200",2004,DEN
Jon Barry,"$3,000,000",2004,DEN
Nikoloz Tskitishvili,"$2,720,760",2004,DEN
Earl Boykins,"$2,500,000",2004,DEN
Cory Alexander,"$2,302,778",2004,DEN
Nene,"$2,102,840",2004,DEN
Rodney White,"$1,947,600",2004,DEN
Mark Jackson,"$1,500,000",2004,DEN
Ryan Bowen,"$1,250,000",2004,DEN
Voshon Lenard,"$1,200,000",2004,DEN
Mark Pope,"$751,179",2004,DEN
Chris Andersen,"$638,679",2004,DEN
Jeff Trepagnier,"$638,679",2004,DEN
Francisco Elson,"$366,931",2004,DEN
