name,salary,year,team
Derrick Rose,"$18,862,875",2015,CHI
Carlos Boozer,"$13,550,000",2015,CHI
Joakim Noah,"$12,200,000",2015,CHI
Taj Gibson,"$8,000,000",2015,CHI
Pau Gasol,"$7,128,000",2015,CHI
Nikola Mirotic,"$5,305,000",2015,CHI
Mike Dunleavy,"$3,326,235",2015,CHI
Kirk Hinrich,"$2,730,000",2015,CHI
Doug McDermott,"$2,277,960",2015,CHI
Jimmy Butler,"$2,008,748",2015,CHI
Tony Snell,"$1,472,400",2015,CHI
Nazr Mohammed,"$1,448,490",2015,CHI
Aaron Brooks,"$1,145,685",2015,CHI
E'Twaun Moore,"$948,163",2015,CHI
Cameron Bairstow,"$507,336",2015,CHI
Richard Hamilton,"$333,333",2015,CHI
Tornike Shengelia,,2015,CHI
