name,salary,year,team
Kevin Durant,"$17,832,627",2014,OKC
Russell Westbrook,"$14,693,906",2014,OKC
Serge Ibaka,"$12,250,000",2014,OKC
Kendrick Perkins,"$8,477,437",2014,OKC
Thabo Sefolosha,"$3,900,000",2014,OKC
Nick Collison,"$2,585,668",2014,OKC
Jeremy Lamb,"$2,111,160",2014,OKC
Steven Adams,"$2,090,880",2014,OKC
Derek Fisher,"$1,399,507",2014,OKC
Reggie Jackson,"$1,260,360",2014,OKC
Hasheem Thabeet,"$1,200,000",2014,OKC
Ryan Gomes,"$1,186,459",2014,OKC
Andre Roberson,"$1,110,840",2014,OKC
Perry Jones,"$1,082,520",2014,OKC
