name,salary,year,team
Danny Granger,"$12,015,904",2012,IND
David West,"$10,000,000",2012,IND
James Posey,"$7,595,600",2012,IND
Jeff Foster,"$3,000,000",2012,IND
Dahntay Jones,"$2,700,000",2012,IND
Roy Hibbert,"$2,588,590",2012,IND
Paul George,"$2,406,240",2012,IND
Louis Amundson,"$2,403,000",2012,IND
Tyler Hansbrough,"$2,138,040",2012,IND
George Hill,"$2,086,360",2012,IND
Jeff Pendergraph,"$1,500,000",2012,IND
Darren Collison,"$1,455,960",2012,IND
A.J. Price,"$854,389",2012,IND
Lance Stephenson,"$810,000",2012,IND
