name,salary,year,team
Richard Hamilton,"$11,625,000",2010,DET
Tayshaun Prince,"$10,324,380",2010,DET
Ben Gordon,"$10,000,000",2010,DET
Charlie Villanueva,"$6,500,000",2010,DET
Jason Maxiell,"$5,000,000",2010,DET
Kwame Brown,"$4,100,000",2010,DET
Chris Wilcox,"$3,000,000",2010,DET
Rodney Stuckey,"$1,805,040",2010,DET
Fabricio Oberto,"$1,800,000",2010,DET
Austin Daye,"$1,677,840",2010,DET
Chucky Atkins,"$1,306,455",2010,DET
Ben Wallace,"$1,306,445",2010,DET
Will Bynum,"$825,497",2010,DET
Jonas Jerebko,"$457,588",2010,DET
DaJuan Summers,"$457,588",2010,DET
