name,salary,year,team
Michael Redd,"$14,520,000",2008,MIL
Bobby Simmons,"$9,280,000",2008,MIL
Mo Williams,"$7,750,000",2008,MIL
Dan Gadzuric,"$5,751,130",2008,MIL
Desmond Mason,"$5,000,000",2008,MIL
Andrew Bogut,"$4,991,520",2008,MIL
Charlie Bell,"$3,100,000",2008,MIL
Jake Voskuhl,"$3,000,000",2008,MIL
Yi Jianlian,"$2,777,760",2008,MIL
Charlie Villanueva,"$2,715,000",2008,MIL
Michael Ruffin,"$1,033,930",2008,MIL
Royal Ivey,"$826,046",2008,MIL
Awvee Storey,"$711,517",2008,MIL
David Noel,"$687,456",2008,MIL
Ramon Sessions,"$427,163",2008,MIL
