name,salary,year,team
Zach Randolph,"$17,800,000",2014,MEM
Marc Gasol,"$14,860,523",2014,MEM
Mike Conley,"$8,000,001",2014,MEM
Tayshaun Prince,"$7,235,955",2014,MEM
Courtney Lee,"$5,225,000",2014,MEM
Tony Allen,"$4,494,382",2014,MEM
Ed Davis,"$3,153,860",2014,MEM
Jerryd Bayless,"$3,135,000",2014,MEM
Kosta Koufos,"$3,000,000",2014,MEM
Quincy Pondexter,"$2,225,479",2014,MEM
Mike Miller,"$1,399,507",2014,MEM
Fab Melo,"$1,311,240",2014,MEM
Tony Wroten,"$1,160,040",2014,MEM
Josh Akognon,"$788,872",2014,MEM
