name,salary,year,team
Jose Calderon,"$11,046,591",2013,DET
Corey Maggette,"$10,924,138",2013,DET
Rodney Stuckey,"$8,500,000",2013,DET
Charlie Villanueva,"$8,060,000",2013,DET
Jason Maxiell,"$5,000,000",2013,DET
Jonas Jerebko,"$4,500,000",2013,DET
Will Bynum,"$3,250,000",2013,DET
Greg Monroe,"$3,217,680",2013,DET
Brandon Knight,"$2,755,560",2013,DET
Andre Drummond,"$2,356,320",2013,DET
Sasha Kravtsov,"$1,500,000",2013,DET
Kyle Singler,"$1,000,000",2013,DET
Kim English,"$473,604",2013,DET
Khris Middleton,"$473,604",2013,DET
