name,salary,year,team
Derrick Rose,"$20,093,063",2016,CHI
Jimmy Butler,"$15,260,000",2016,CHI
Joakim Noah,"$13,400,000",2016,CHI
Taj Gibson,"$8,500,000",2016,CHI
Pau Gasol,"$7,448,760",2016,CHI
Nikola Mirotic,"$5,543,725",2016,CHI
Mike Dunleavy,"$4,500,000",2016,CHI
Doug McDermott,"$2,380,440",2016,CHI
Aaron Brooks,"$2,000,000",2016,CHI
Tony Snell,"$1,535,880",2016,CHI
Bobby Portis,"$1,391,160",2016,CHI
E'Twaun Moore,"$1,015,421",2016,CHI
Justin Holiday,"$947,300",2016,CHI
Cameron Bairstow,"$845,059",2016,CHI
Cristiano Felicio,"$525,090",2016,CHI
