name,salary,year,team
Paul Pierce,"$16,790,345",2013,BOS
Kevin Garnett,"$11,566,265",2013,BOS
Rajon Rondo,"$11,000,000",2013,BOS
Jeff Green,"$8,385,000",2013,BOS
Brandon Bass,"$6,000,000",2013,BOS
Courtney Lee,"$5,000,000",2013,BOS
Jason Terry,"$5,000,000",2013,BOS
Avery Bradley,"$1,630,800",2013,BOS
Chris Wilcox,"$1,352,181",2013,BOS
Keyon Dooling,"$1,352,181",2013,BOS
Jared Sullinger,"$1,306,920",2013,BOS
Fab Melo,"$1,254,720",2013,BOS
Jordan Crawford,"$1,198,680",2013,BOS
Terrence Williams,"$296,776",2013,BOS
D.J. White,"$269,368",2013,BOS
Dionte Christmas,"$236,800",2013,BOS
Kris Joseph,"$189,442",2013,BOS
Darko Milicic,"$159,080",2013,BOS
Jarvis Varnado,"$33,431",2013,BOS
