name,salary,year,team
Tony Parker,"$12,500,000",2014,SAS
Tim Duncan,"$10,361,446",2014,SAS
Tiago Splitter,"$10,000,000",2014,SAS
Manu Ginobili,"$7,500,000",2014,SAS
Boris Diaw,"$4,702,500",2014,SAS
Matt Bonner,"$3,945,000",2014,SAS
Danny Green,"$3,762,500",2014,SAS
Marco Belinelli,"$2,750,000",2014,SAS
Kawhi Leonard,"$1,887,840",2014,SAS
Jeff Ayres,"$1,750,000",2014,SAS
Nando De Colo,"$1,463,000",2014,SAS
Patrick Mills,"$1,133,950",2014,SAS
Cory Joseph,"$1,120,920",2014,SAS
Aron Baynes,"$788,872",2014,SAS
