name,salary,year,team
Ron Mercer,"$6,750,000",2002,CHI
Charles Oakley,"$6,545,000",2002,CHI
Eddie Robinson,"$5,170,000",2002,CHI
Brad Miller,"$4,400,000",2002,CHI
Tyson Chandler,"$3,308,160",2002,CHI
Greg Anthony,"$3,000,000",2002,CHI
Marcus Fizer,"$2,754,120",2002,CHI
Eddy Curry,"$2,678,400",2002,CHI
Jamal Crawford,"$1,894,560",2002,CHI
Fred Hoiberg,"$1,600,000",2002,CHI
Metta World Peace,"$1,241,760",2002,CHI
Dalibor Bagaric,"$854,640",2002,CHI
Kevin Ollie,"$590,850",2002,CHI
Michael Ruffin,"$540,850",2002,CHI
A.J. Guyton,"$465,850",2002,CHI
Soumaila Samake,"$465,850",2002,CHI
Trenton Hassell,"$332,817",2002,CHI
