name,salary,year,team
Rasho Nesterovic,"$7,280,000",2007,TOR
Morris Peterson,"$4,550,000",2007,TOR
Andrea Bargnani,"$4,501,200",2007,TOR
Alvin Williams,"$4,483,516",2007,TOR
Chris Bosh,"$4,235,220",2007,TOR
Alonzo Mourning,"$4,225,433",2007,TOR
Anthony Parker,"$4,150,000",2007,TOR
Jorge Garbajosa,"$3,750,000",2007,TOR
T.J. Ford,"$2,929,467",2007,TOR
Juan Dixon,"$2,550,000",2007,TOR
Jose Calderon,"$2,333,334",2007,TOR
Kris Humphries,"$1,703,520",2007,TOR
Joey Graham,"$1,492,440",2007,TOR
Darrick Martin,"$1,178,348",2007,TOR
Pape Sow,"$744,551",2007,TOR
Uros Slokar,"$412,718",2007,TOR
P.J. Tucker,"$412,718",2007,TOR
Robert Whaley,"$83,026",2007,TOR
