name,salary,year,team
Gilbert Arenas,"$19,269,307",2012,ORL
Dwight Howard,"$18,091,770",2012,ORL
Hedo Turkoglu,"$11,015,850",2012,ORL
Jameer Nelson,"$7,800,000",2012,ORL
J.J. Redick,"$6,750,000",2012,ORL
Glen Davis,"$6,300,000",2012,ORL
Jason Richardson,"$5,395,000",2012,ORL
Chris Duhon,"$3,500,000",2012,ORL
Quentin Richardson,"$2,446,600",2012,ORL
Ryan Anderson,"$2,244,601",2012,ORL
Earl Clark,"$1,160,000",2012,ORL
Daniel Orton,"$1,105,560",2012,ORL
Ishmael Smith,"$522,486",2012,ORL
Justin Harper,"$473,604",2012,ORL
DeAndre Liggins,"$473,604",2012,ORL
Larry Hughes,"$414,443",2012,ORL
