name,salary,year,team
Joe Johnson,"$19,752,645",2013,BRK
Deron Williams,"$17,177,795",2013,BRK
Brook Lopez,"$13,668,750",2013,BRK
Kris Humphries,"$12,000,000",2013,BRK
Gerald Wallace,"$9,682,435",2013,BRK
Mirza Teletovic,"$3,090,000",2013,BRK
Reggie Evans,"$1,622,617",2013,BRK
Jerry Stackhouse,"$1,352,181",2013,BRK
Keith Bogans,"$1,229,225",2013,BRK
MarShon Brooks,"$1,193,280",2013,BRK
Andray Blatche,"$1,146,337",2013,BRK
Travis Outlaw,"$1,000,000",2013,BRK
Tornike Shengelia,"$473,604",2013,BRK
Tyshawn Taylor,"$473,604",2013,BRK
Josh Childress,"$377,474",2013,BRK
Damion James,"$50,258",2013,BRK
