name,salary,year,team
Russell Westbrook,"$28,530,608",2018,OKC
Carmelo Anthony,"$26,243,760",2018,OKC
Steven Adams,"$22,471,910",2018,OKC
Paul George,"$19,508,958",2018,OKC
Andre Roberson,"$9,259,259",2018,OKC
Alex Abrines,"$5,725,000",2018,OKC
Patrick Patterson,"$5,192,000",2018,OKC
Kyle Singler,"$4,666,500",2018,OKC
Ronnie Price,"$2,442,455",2018,OKC
Raymond Felton,"$2,328,652",2018,OKC
Nick Collison,"$2,328,652",2018,OKC
Terrance Ferguson,"$1,785,000",2018,OKC
Jerami Grant,"$1,524,305",2018,OKC
Josh Huestis,"$1,471,382",2018,OKC
Dakari Johnson,"$815,615",2018,OKC
