name,salary,year,team
Andrei Kirilenko,"$15,106,000",2009,UTA
Carlos Boozer,"$11,593,817",2009,UTA
Mehmet Okur,"$8,500,000",2009,UTA
Matt Harpring,"$6,000,000",2009,UTA
Deron Williams,"$5,069,449",2009,UTA
Kyle Korver,"$4,956,818",2009,UTA
C.J. Miles,"$3,700,000",2009,UTA
Jarron Collins,"$2,074,302",2009,UTA
Brevin Knight,"$2,000,000",2009,UTA
Ronnie Brewer,"$1,834,680",2009,UTA
Ronnie Price,"$1,188,000",2009,UTA
Kosta Koufos,"$1,129,320",2009,UTA
Morris Almond,"$1,081,440",2009,UTA
Kyrylo Fesenko,"$810,000",2009,UTA
Paul Millsap,"$797,581",2009,UTA
