name,salary,year,team
Jermaine O'Neal,"$16,440,000",2006,IND
Austin Croshere,"$7,900,000",2006,IND
Jonathan Bender,"$7,175,000",2006,IND
Metta World Peace,"$6,842,105",2006,IND
Scot Pollard,"$6,274,937",2006,IND
Reggie Miller,"$6,000,000",2006,IND
Stephen Jackson,"$5,610,000",2006,IND
Jamaal Tinsley,"$5,400,000",2006,IND
Jeff Foster,"$5,000,000",2006,IND
Sarunas Jasikevicius,"$4,000,000",2006,IND
Anthony Johnson,"$2,420,000",2006,IND
Fred Jones,"$2,328,843",2006,IND
Danny Granger,"$1,318,920",2006,IND
David Harrison,"$898,200",2006,IND
Eddie Gill,"$819,551",2006,IND
Samaki Walker,"$364,223",2006,IND
