name,salary,year,team
Kobe Bryant,"$14,175,000",2005,LAL
Brian Grant,"$13,233,434",2005,LAL
Lamar Odom,"$10,548,596",2005,LAL
Vlade Divac,"$4,903,000",2005,LAL
Devean George,"$4,546,000",2005,LAL
Chucky Atkins,"$4,200,000",2005,LAL
Chris Mihm,"$3,371,393",2005,LAL
Stanislav Medvedenko,"$3,000,000",2005,LAL
Caron Butler,"$1,930,680",2005,LAL
Jumaine Jones,"$1,687,500",2005,LAL
Brian Cook,"$971,160",2005,LAL
Sasha Vujacic,"$846,840",2005,LAL
Tierre Brown,"$720,046",2005,LAL
Luke Walton,"$620,046",2005,LAL
Tony Bobbitt,"$305,403",2005,LAL
